Protein,Protein ID,Entry Name,Gene,CTRL-1,CTRL-2,CTRL-3,PTX3-1,PTX3-2,PTX3-3,mean c,mean ptx3,FC,log2FC,P.value,Sig
sp|Q5VT52|RPRD2_HUMAN,Q5VT52,RPRD2_HUMAN,RPRD2,0.374418626,0.526106669,0.690299157,0.642983554,0.587447035,0.421778861,0.530274817,0.550736483,1.038586909,0.054621946,0.864929157,not significant
sp|Q5VTB9|RN220_HUMAN,Q5VTB9,RN220_HUMAN,RNF220,0.181598288,0.000241214,0.000253648,0.135843904,0.196699681,0.169020962,0.060697717,0.167188182,2.754439401,1.461758723,0.166009339,not significant
sp|Q5VTL8|PR38B_HUMAN,Q5VTL8,PR38B_HUMAN,PRPF38B,0.151782234,0.071366435,0.706654656,0.318585673,0.205406556,0.169724543,0.309934442,0.231238924,0.746089795,-0.42257882,0.720204894,not significant
sp|Q5VTM2|AGAP9_HUMAN,Q5VTM2,AGAP9_HUMAN,AGAP9,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q5VTR2|BRE1A_HUMAN,Q5VTR2,BRE1A_HUMAN,RNF20,0.244952861,0.527059277,0.746903173,0.811143921,0.414757044,0.648976972,0.506305104,0.624959312,1.234353175,0.30375524,0.556824437,not significant
sp|Q5VU43|MYOME_HUMAN,Q5VU43,MYOME_HUMAN,PDE4DIP,1.199047928,0.134778814,0.094542087,0.000258488,0.000256791,2.746116055,0.476122943,0.915543778,1.922914641,0.943294722,0.678342196,not significant
sp|Q5VUA4|ZN318_HUMAN,Q5VUA4,ZN318_HUMAN,ZNF318,0.000249487,0.000241214,0.015892615,0.000258488,0.000256791,0.000264092,0.005461105,0.00025979,0.047571017,-4.393773329,0.375091283,not significant
sp|Q5VUM1|SDHF4_HUMAN,Q5VUM1,SDHF4_HUMAN,SDHAF4,0.000249487,0.085758768,0.150737046,0.145586211,0.15765195,0.094207945,0.0789151,0.132482035,1.678791952,0.747423452,0.32446852,not significant
sp|Q5VV41|ARHGG_HUMAN,Q5VV41,ARHGG_HUMAN,ARHGEF16,0.712468613,0.988572044,1.011371395,1.168065551,0.849095219,0.867746864,0.904137351,0.961635878,1.063594903,0.088948769,0.704509874,not significant
sp|Q5VV42|CDKAL_HUMAN,Q5VV42,CDKAL_HUMAN,CDKAL1,0.000249487,0.000241214,0.067024857,0.000258488,0.000256791,0.000264092,0.022505186,0.00025979,0.011543576,-6.436765928,0.374179562,not significant
sp|Q5VW32|BROX_HUMAN,Q5VW32,BROX_HUMAN,BROX,0.949625007,0.873684301,1.131519812,0.474866849,1.165983496,0.324214125,0.98494304,0.65502149,0.665034894,-0.588498055,0.289140418,not significant
sp|Q5VW38|GP107_HUMAN,Q5VW38,GP107_HUMAN,GPR107,2.279561284,3.823847795,4.469846532,0.023460716,1.087006802,5.026268749,3.524418537,2.045578756,0.58040177,-0.784876177,0.421949329,not significant
sp|Q5VWZ2|LYPL1_HUMAN,Q5VWZ2,LYPL1_HUMAN,LYPLAL1,0.08162151,0.066759824,0.000253648,0.120158361,0.232517235,0.509081353,0.049544994,0.287252316,5.797807067,2.535507326,0.114741602,not significant
sp|Q5VYK3|ECM29_HUMAN,Q5VYK3,ECM29_HUMAN,ECPAS,3.477688876,2.865720746,4.846546576,4.677439733,4.807638833,4.028332788,3.729985399,4.504470451,1.207637556,0.272187529,0.288428536,not significant
sp|Q5VZ89|DEN4C_HUMAN,Q5VZ89,DEN4C_HUMAN,DENND4C,0.078882138,0.165986224,0.321377872,0.118995719,0.219446722,0.240829093,0.188748745,0.193090511,1.02300289,0.032810221,0.959448816,not significant
sp|Q5VZE5|NAA35_HUMAN,Q5VZE5,NAA35_HUMAN,NAA35,0.918653312,0.493704361,1.617780252,0.000258488,0.882434188,1.246530311,1.010045975,0.709740996,0.702681871,-0.509056417,0.576251452,not significant
sp|Q5VZF2|MBNL2_HUMAN,Q5VZF2,MBNL2_HUMAN,MBNL2,4.993895686,5.96606145,4.290889038,4.566877414,4.050253479,3.812366035,5.083615391,4.143165643,0.815003757,-0.295121385,0.153181144,not significant
sp|Q5VZK9|CARL1_HUMAN,Q5VZK9,CARL1_HUMAN,CARMIL1,1.256385562,1.590820356,1.917226319,2.627378525,3.21050794,1.614253481,1.588144079,2.484046649,1.564119201,0.645350465,0.150014465,not significant
sp|Q5VZL5|ZMYM4_HUMAN,Q5VZL5,ZMYM4_HUMAN,ZMYM4,0.102019557,0.000241214,0.000253648,0.000258488,0.054772654,0.000264092,0.034171473,0.018431745,0.53938982,-0.890599802,0.703493875,not significant
sp|Q5W0B1|OBI1_HUMAN,Q5W0B1,OBI1_HUMAN,OBI1,1.150914885,0.000241214,2.620778643,0.000258488,0.000256791,3.250176451,1.257311581,1.08356391,0.861810172,-0.214557968,0.901809154,not significant
sp|Q5W111|SPRY7_HUMAN,Q5W111,SPRY7_HUMAN,SPRYD7,0.000249487,0.000241214,0.07157761,0.030255301,0.000256791,0.000264092,0.02402277,0.010258728,0.427041838,-1.227550674,0.621882059,not significant
sp|Q5XKE5|K2C79_HUMAN,Q5XKE5,K2C79_HUMAN,KRT79,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q5XKP0|MIC13_HUMAN,Q5XKP0,MIC13_HUMAN,MICOS13,0.682446666,1.05192394,0.463931216,0.730904398,0.771701566,0.329551861,0.732767274,0.610719275,0.833442345,-0.262845694,0.611951807,not significant
sp|Q5ZPR3|CD276_HUMAN,Q5ZPR3,CD276_HUMAN,CD276,0.160802761,0.218133739,0.000253648,0.546544241,0.592112399,0.000264092,0.126396716,0.379640244,3.003560979,1.586673954,0.276223955,not significant
sp|Q63HN8|RN213_HUMAN,Q63HN8,RN213_HUMAN,RNF213,0.194664902,0.412012258,0.123342714,0.3105167,0.105069144,0.160718657,0.243339958,0.1921015,0.789436728,-0.341104453,0.654986724,not significant
sp|Q641Q2|WAC2A_HUMAN,Q641Q2,WAC2A_HUMAN,WASHC2A,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q658Y4|F91A1_HUMAN,Q658Y4,F91A1_HUMAN,FAM91A1,0.142642556,0.133684599,0.161871456,0.241804729,0.208756068,0.131432079,0.146066204,0.193997625,1.32814861,0.409416582,0.228529137,not significant
sp|Q659C4|LAR1B_HUMAN,Q659C4,LAR1B_HUMAN,LARP1B,0.040181728,0.060602341,0.000253648,0.057484974,0.08183521,0.000264092,0.033679239,0.046528092,1.381506631,0.466242487,0.690262378,not significant
sp|Q66K74|MAP1S_HUMAN,Q66K74,MAP1S_HUMAN,MAP1S,1.679889945,2.129394635,1.426602184,0.945054162,1.013141826,1.427792183,1.745295588,1.128662724,0.646688579,-0.628856963,0.072848971,not significant
sp|Q66PJ3|AR6P4_HUMAN,Q66PJ3,AR6P4_HUMAN,ARL6IP4,0.873870652,0.628913581,0.52688464,0.178799154,0.763577615,0.717517375,0.676556291,0.553298048,0.817815244,-0.290153141,0.59565759,not significant
sp|Q676U5|A16L1_HUMAN,Q676U5,A16L1_HUMAN,ATG16L1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q68CP9|ARID2_HUMAN,Q68CP9,ARID2_HUMAN,ARID2,0.656958982,0.000241214,0.7663796,0.714164841,0.747473135,0.824082798,0.474526599,0.761906925,1.605614789,0.68312581,0.299750672,not significant
sp|Q68CQ7|GL8D1_HUMAN,Q68CQ7,GL8D1_HUMAN,GLT8D1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q68CZ6|HAUS3_HUMAN,Q68CZ6,HAUS3_HUMAN,HAUS3,0.084636823,0.062918077,0.000253648,0.061976039,0.000256791,0.000264092,0.049269516,0.020832307,0.422823462,-1.241872662,0.432351374,not significant
sp|Q68D91|MBLC2_HUMAN,Q68D91,MBLC2_HUMAN,MBLAC2,0.000249487,0.000241214,0.000253648,0.091101001,0.098840821,0.000264092,0.000248116,0.063401971,255.5332431,7.997367178,0.116712905,not significant
sp|Q68E01|INT3_HUMAN,Q68E01,INT3_HUMAN,INTS3,0.000249487,0.140694052,0.104367263,0.012045458,0.077914819,0.105073474,0.081770267,0.06501125,0.795047545,-0.330886956,0.755918446,not significant
sp|Q68EM7|RHG17_HUMAN,Q68EM7,RHG17_HUMAN,ARHGAP17,1.631075951,1.338254915,1.073840892,1.159465135,2.207888034,1.975207388,1.347723919,1.780853519,1.32137858,0.402043864,0.290948401,not significant
sp|Q69552|U17_HHV6U,Q69552,U17_HHV6U,U17/U16,0.000249487,3.302236578,2.496434081,3.151245391,2.98105498,2.75732285,1.932973382,2.96320774,1.532979071,0.616338001,0.361325291,not significant
sp|Q69YH5|CDCA2_HUMAN,Q69YH5,CDCA2_HUMAN,CDCA2,1.994147398,1.30157008,0.000253648,2.420066084,0.000256791,0.000264092,1.098657042,0.806862322,0.734407819,-0.445346676,0.784136891,not significant
sp|Q69YN2|C19L1_HUMAN,Q69YN2,C19L1_HUMAN,CWF19L1,0.000249487,0.289128787,0.000253648,0.308362147,0.034782545,0.000264092,0.096543974,0.114469595,1.185673118,0.245706323,0.902218334,not significant
sp|Q69YN4|VIR_HUMAN,Q69YN4,VIR_HUMAN,VIRMA,0.000249487,0.269516793,0.033475885,0.316528528,0.000256791,0.056040823,0.101080722,0.124275381,1.229466694,0.298032653,0.866219643,not significant
sp|Q69YQ0|CYTSA_HUMAN,Q69YQ0,CYTSA_HUMAN,SPECC1L,1.331676598,0.882482173,0.153810353,0.979565752,0.749859146,0.298296398,0.789323041,0.675907099,0.856312388,-0.223790898,0.789446433,not significant
sp|Q6BCY4|NB5R2_HUMAN,Q6BCY4,NB5R2_HUMAN,CYB5R2,7.238451053,7.417276756,6.97879066,7.314876353,7.082704857,8.340970666,7.211506156,7.579517292,1.051031106,0.071805368,0.417020598,not significant
sp|Q6DD87|ZN787_HUMAN,Q6DD87,ZN787_HUMAN,ZNF787,0.227655215,0.117786724,0.110344978,0.347433745,0.367978148,0.226983714,0.151928972,0.314131869,2.067623207,1.0479733,0.049149277,up
sp|Q6DD88|ATLA3_HUMAN,Q6DD88,ATLA3_HUMAN,ATL3,6.674484998,5.298341039,6.777178204,6.56760971,6.764041302,6.311059457,6.250001414,6.547570156,1.047610988,0.067103097,0.57975186,not significant
sp|Q6DKI1|RL7L_HUMAN,Q6DKI1,RL7L_HUMAN,RPL7L1,0.146096656,0.283196776,0.347086604,0.129639603,0.125581807,0.232181931,0.258793345,0.16246778,0.627789637,-0.67164688,0.234006325,not significant
sp|Q6DKJ4|NXN_HUMAN,Q6DKJ4,NXN_HUMAN,NXN,1.078639564,0.91782075,1.615025835,0.931875619,1.103467896,0.794782337,1.203828716,0.943375284,0.783645772,-0.351726428,0.31873128,not significant
sp|Q6DKK2|TTC19_HUMAN,Q6DKK2,TTC19_HUMAN,TTC19,1.257235083,0.30715086,0.67413753,0.000258488,0.000256791,0.514124646,0.746174491,0.171546642,0.229901509,-2.120912158,0.152124569,not significant
sp|Q6EEV4|GL1AD_HUMAN,Q6EEV4,GL1AD_HUMAN,POLR2M,0.000249487,0.610638674,0.290204156,0.645280652,0.954124882,0.233823341,0.300364106,0.611076292,2.034451787,1.024640092,0.318813293,not significant
sp|Q6FI13|H2A2A_HUMAN,Q6FI13,H2A2A_HUMAN,H2AC18,133.5763807,117.9295768,160.1465565,63.08438109,54.74986026,83.71652779,137.2175047,67.18358971,0.489613842,-1.030283748,0.00959676,down
sp|Q6FI81|CPIN1_HUMAN,Q6FI81,CPIN1_HUMAN,CIAPIN1,23.65291476,19.07827218,9.765515656,18.99678109,20.11103063,17.84574014,17.49890087,18.98451729,1.084897699,0.11755901,0.737729668,not significant
sp|Q6GMV2|SMYD5_HUMAN,Q6GMV2,SMYD5_HUMAN,SMYD5,0.448701273,0.685634318,0.636569551,0.894667116,0.329499762,0.757886094,0.590301714,0.660684324,1.119231587,0.162508584,0.722832941,not significant
sp|Q6GMV3|PTRD1_HUMAN,Q6GMV3,PTRD1_HUMAN,PTRHD1,1.562173752,1.261349632,1.194172187,1.487908385,1.690258309,0.641581869,1.339231857,1.273249521,0.950731208,-0.072890577,0.855805473,not significant
sp|Q6I9Y2|THOC7_HUMAN,Q6I9Y2,THOC7_HUMAN,THOC7,0.000249487,0.244983915,0.460010927,0.103635974,0.2992427,0.811670238,0.235081443,0.404849637,1.72216757,0.784225526,0.533431708,not significant
sp|Q6IA86|ELP2_HUMAN,Q6IA86,ELP2_HUMAN,ELP2,0.172507719,0.288377693,0.050403585,0.179594191,0.147843894,0.179295783,0.170429666,0.168911289,0.991090892,-0.012910724,0.983618141,not significant
sp|Q6IAA8|LTOR1_HUMAN,Q6IAA8,LTOR1_HUMAN,LAMTOR1,3.721476828,3.169786188,2.304076948,3.446670613,3.584940086,2.893198153,3.065113321,3.308269617,1.079330279,0.110136403,0.627576722,not significant
sp|Q6IAN0|DRS7B_HUMAN,Q6IAN0,DRS7B_HUMAN,DHRS7B,0.000249487,0.172548618,0.000253648,0.000258488,0.000256791,0.000264092,0.057683918,0.00025979,0.004503687,-7.79467759,0.373962439,not significant
sp|Q6IBS0|TWF2_HUMAN,Q6IBS0,TWF2_HUMAN,TWF2,18.33890742,14.6650668,22.96846964,22.57093418,22.01247827,24.24736506,18.65748129,22.9435925,1.229726143,0.298337067,0.160866566,not significant
sp|Q6IBW4|CNDH2_HUMAN,Q6IBW4,CNDH2_HUMAN,NCAPH2,0.225161924,0.000241214,0.322545503,0.221146918,0.322712333,0.221434361,0.182649547,0.255097871,1.396652085,0.481972681,0.513820526,not significant
sp|Q6ICG6|K0930_HUMAN,Q6ICG6,K0930_HUMAN,KIAA0930,0.124693093,0.117267129,0.120512831,0.122436668,0.173590573,0.108069963,0.120824351,0.134699068,1.11483378,0.156828623,0.526007081,not significant
sp|Q6IN84|MRM1_HUMAN,Q6IN84,MRM1_HUMAN,MRM1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q6IN85|P4R3A_HUMAN,Q6IN85,P4R3A_HUMAN,PPP4R3A,0.221200322,0.178626657,0.000253648,0.000258488,0.330001578,0.000264092,0.133360209,0.110174719,0.826143871,-0.275535049,0.866180893,not significant
sp|Q6IQ49|SDE2_HUMAN,Q6IQ49,SDE2_HUMAN,SDE2,0.446743505,0.1414641,0.122268918,0.170813874,0.216875089,0.203513377,0.236825508,0.197067447,0.832120867,-0.265134998,0.726624634,not significant
sp|Q6JQN1|ACD10_HUMAN,Q6JQN1,ACD10_HUMAN,ACAD10,0.000249487,0.000241214,0.055415842,0.014564192,0.000256791,0.000264092,0.018635514,0.005028358,0.269826646,-1.889895269,0.51343721,not significant
sp|Q6KB66|K2C80_HUMAN,Q6KB66,K2C80_HUMAN,KRT80,4.803880134,2.133136005,2.25038202,2.16531025,2.078758096,35.4071387,3.062466053,13.21706902,4.315825477,2.109636527,0.413162044,not significant
sp|Q6KC79|NIPBL_HUMAN,Q6KC79,NIPBL_HUMAN,NIPBL,0.000249487,0.000241214,0.091743819,0.000258488,0.000256791,0.000264092,0.03074484,0.00025979,0.008449884,-6.886852739,0.374104279,not significant
sp|Q6L8Q7|PDE12_HUMAN,Q6L8Q7,PDE12_HUMAN,PDE12,0.928085361,1.241071768,1.412372242,1.24281688,1.42948312,1.335243169,1.193843124,1.335847723,1.118947453,0.162142288,0.402158639,not significant
sp|Q6NUK1|SCMC1_HUMAN,Q6NUK1,SCMC1_HUMAN,SLC25A24,39.5115633,38.01278577,46.53365612,36.49395933,55.14782857,39.8472123,41.3526684,43.82966673,1.059899359,0.083927283,0.714818891,not significant
sp|Q6NUM9|RETST_HUMAN,Q6NUM9,RETST_HUMAN,RETSAT,0.052154853,0.060813997,0.000253648,0.000258488,0.000256791,0.065426041,0.037740833,0.02198044,0.582404744,-0.779905987,0.613318024,not significant
sp|Q6NUQ4|TM214_HUMAN,Q6NUQ4,TM214_HUMAN,TMEM214,0.053105046,0.000241214,0.000253648,0.000258488,0.220806507,0.000264092,0.017866636,0.073776362,4.129281099,2.045890633,0.50060988,not significant
sp|Q6NVY1|HIBCH_HUMAN,Q6NVY1,HIBCH_HUMAN,HIBCH,2.719469564,6.869513988,3.583523994,3.270640445,4.087871751,2.505718209,4.390835849,3.288076802,0.748849858,-0.417251603,0.458069133,not significant
sp|Q6NW29|RWDD4_HUMAN,Q6NW29,RWDD4_HUMAN,RWDD4,0.745472906,0.452052849,0.090370631,0.417561172,0.468339205,0.542110501,0.429298795,0.476003626,1.108793295,0.148990439,0.820570284,not significant
sp|Q6NXE6|ARMC6_HUMAN,Q6NXE6,ARMC6_HUMAN,ARMC6,0.546358984,0.384428703,0.417146141,12.90069721,0.44833029,0.829076969,0.449311276,4.726034823,10.51839799,3.394843086,0.354651725,not significant
sp|Q6NXT1|ANR54_HUMAN,Q6NXT1,ANR54_HUMAN,ANKRD54,0.000249487,0.000241214,0.290583011,0.000258488,0.000256791,0.000264092,0.097024571,0.00025979,0.002677573,-8.544858584,0.373965028,not significant
sp|Q6NYC1|JMJD6_HUMAN,Q6NYC1,JMJD6_HUMAN,JMJD6,0.000249487,0.106043144,0.476804492,0.108448835,0.137957751,0.307662136,0.194365708,0.184689574,0.950216868,-0.073671277,0.953887379,not significant
sp|Q6NYC8|PPR18_HUMAN,Q6NYC8,PPR18_HUMAN,PPP1R18,3.868444046,2.290735496,2.305767141,4.245267822,3.235808375,3.008123737,2.821648894,3.496399978,1.239133609,0.309331754,0.355815254,not significant
sp|Q6NZ67|MZT2B_HUMAN,Q6NZ67,MZT2B_HUMAN,MZT2B,0.281764676,0.362820652,0.171634673,0.338082483,0.412049399,0.23584735,0.272073334,0.328659744,1.207982199,0.272599196,0.494477453,not significant
sp|Q6NZI2|CAVN1_HUMAN,Q6NZI2,CAVN1_HUMAN,CAVIN1,28.60069596,25.04267613,20.77705614,29.57659198,28.91817807,28.51673013,24.80680941,29.00383339,1.169188383,0.2255074,0.13980475,not significant
sp|Q6NZY4|ZCHC8_HUMAN,Q6NZY4,ZCHC8_HUMAN,ZCCHC8,9.501793848,8.007825877,6.997043606,2.750633318,11.05745618,9.215388073,8.168887777,7.674492524,0.939478266,-0.090068308,0.859603091,not significant
sp|Q6P158|DHX57_HUMAN,Q6P158,DHX57_HUMAN,DHX57,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q6P161|RM54_HUMAN,Q6P161,RM54_HUMAN,MRPL54,1.303572563,1.011203798,0.943992207,1.152106483,1.44513444,1.125595397,1.086256189,1.24094544,1.142405864,0.192075289,0.362254946,not significant
sp|Q6P1J9|CDC73_HUMAN,Q6P1J9,CDC73_HUMAN,CDC73,2.291164408,1.150340071,0.727982983,0.780137069,0.577452818,9.50866479,1.389829154,3.622084892,2.606136792,1.38191281,0.49554656,not significant
sp|Q6P1K2|PMF1_HUMAN,Q6P1K2,PMF1_HUMAN,PMF1,0.188819313,0.2212418,0.324215216,0.66367312,0.471371408,0.298269645,0.244758776,0.477771391,1.952009232,0.964959876,0.108534545,not significant
sp|Q6P1L8|RM14_HUMAN,Q6P1L8,RM14_HUMAN,MRPL14,0.168638296,0.283604076,0.106316798,0.102265325,0.101736432,0.109220154,0.18618639,0.104407304,0.560767646,-0.83452498,0.19077024,not significant
sp|Q6P1M0|S27A4_HUMAN,Q6P1M0,S27A4_HUMAN,SLC27A4,1.178984564,1.100687455,1.256786743,1.075396859,1.301445475,1.176205986,1.178819587,1.18434944,1.004691008,0.00675187,0.947822609,not significant
sp|Q6P1N0|C2D1A_HUMAN,Q6P1N0,C2D1A_HUMAN,CC2D1A,2.1813129,1.808920908,1.877197054,1.506247139,1.482831068,1.301337595,1.955810287,1.430138601,0.731225625,-0.451611465,0.016167039,not significant
sp|Q6P1N9|TATD1_HUMAN,Q6P1N9,TATD1_HUMAN,TATDN1,4.618364148,4.103891867,2.917699848,5.331604609,2.892246378,6.791444899,3.879985288,5.005098629,1.289978765,0.367347317,0.4168654,not significant
sp|Q6P1Q9|MET2B_HUMAN,Q6P1Q9,MET2B_HUMAN,METTL2B,0.000249487,0.016850432,0.110448769,0.000258488,0.000256791,0.03369519,0.042516229,0.01140349,0.268214982,-1.898538271,0.436999269,not significant
sp|Q6P1X6|CH082_HUMAN,Q6P1X6,CH082_HUMAN,C8orf82,0.000249487,0.577957244,0.000253648,0.408070022,0.000256791,0.000264092,0.192820126,0.136196968,0.706342076,-0.501561056,0.821969285,not significant
sp|Q6P2C8|MED27_HUMAN,Q6P2C8,MED27_HUMAN,MED27,0.178930928,0.000241214,0.000253648,0.000258488,0.000256791,0.222491727,0.059808597,0.074335669,1.242892708,0.313701762,0.885930999,not significant
sp|Q6P2E9|EDC4_HUMAN,Q6P2E9,EDC4_HUMAN,EDC4,5.916190747,5.2922095,8.245669311,6.053796761,8.414633927,9.415084755,6.484689853,7.961171814,1.227687368,0.295943223,0.332963539,not significant
sp|Q6P2H3|CEP85_HUMAN,Q6P2H3,CEP85_HUMAN,CEP85,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.104129021,0.000248116,0.034881433,140.5849944,7.135298804,0.3737829,not significant
sp|Q6P2I3|FAH2B_HUMAN,Q6P2I3,FAH2B_HUMAN,FAHD2B,0.000249487,0.000241214,0.091228834,0.000258488,0.000256791,0.090855561,0.030573178,0.030456947,0.996198247,-0.005495222,0.997963197,not significant
sp|Q6P2Q9|PRP8_HUMAN,Q6P2Q9,PRP8_HUMAN,PRPF8,11.45625582,17.36085898,24.08161703,14.887673,14.23684696,21.52024637,17.63291061,16.88158878,0.957390935,-0.062819949,0.870562453,not significant
sp|Q6P3W7|SCYL2_HUMAN,Q6P3W7,SCYL2_HUMAN,SCYL2,0.144845361,0.075976504,0.353382707,0.235128708,0.387050435,0.482353885,0.191401524,0.368177676,1.923588007,0.943799836,0.183851089,not significant
sp|Q6P3X3|TTC27_HUMAN,Q6P3X3,TTC27_HUMAN,TTC27,0.232306188,0.678229423,0.000253648,0.256164776,0.000256791,0.307352028,0.30359642,0.187924532,0.618994558,-0.692001369,0.627521094,not significant
sp|Q6P4E1|GOLM2_HUMAN,Q6P4E1,GOLM2_HUMAN,GOLM2,0.852570699,0.858725332,0.342164726,0.872359594,1.20388365,0.81766302,0.684486919,0.964635421,1.409282478,0.494960816,0.251983041,not significant
sp|Q6P4F2|FDX2_HUMAN,Q6P4F2,FDX2_HUMAN,FDX2,0.254800587,0.242539917,0.228110781,0.289560164,0.383939176,0.286647497,0.241817095,0.320048946,1.323516626,0.404376318,0.076009173,not significant
sp|Q6P4R8|NFRKB_HUMAN,Q6P4R8,NFRKB_HUMAN,NFRKB,0.000249487,0.384920182,0.000253648,0.389071557,0.373013895,0.45532478,0.128474439,0.405803411,3.158631505,1.659299638,0.101080281,not significant
sp|Q6P587|FAHD1_HUMAN,Q6P587,FAHD1_HUMAN,FAHD1,2.415515619,2.063960562,1.963709152,2.57448279,2.630792943,2.231160736,2.147728444,2.478812156,1.154155295,0.206837356,0.148629587,not significant
sp|Q6P597|KLC3_HUMAN,Q6P597,KLC3_HUMAN,KLC3,0.000249487,0.94275137,0.217636155,0.000258488,0.000256791,0.000264092,0.386879004,0.00025979,0.000671503,-10.54031897,0.246340702,not significant
sp|Q6P6C2|ALKB5_HUMAN,Q6P6C2,ALKB5_HUMAN,ALKBH5,0.000249487,0.000241214,0.19296625,0.173139669,0.000256791,0.000264092,0.06448565,0.057886851,0.897670263,-0.155742492,0.942721852,not significant
sp|Q6P996|PDXD1_HUMAN,Q6P996,PDXD1_HUMAN,PDXDC1,1.527043554,0.890591084,2.320649187,2.312799553,1.850706914,1.911610855,1.579427942,2.025039107,1.282134534,0.358547651,0.366812451,not significant
sp|Q6P9B6|MEAK7_HUMAN,Q6P9B6,MEAK7_HUMAN,MEAK7,0.808091315,2.421329061,1.32074873,1.428408301,1.249335213,0.981237159,1.516723035,1.219660224,0.80414169,-0.314478368,0.579528591,not significant
sp|Q6P9B9|INT5_HUMAN,Q6P9B9,INT5_HUMAN,INTS5,0.046600468,0.078378458,0.078442796,0.068119003,0.100388969,0.11595829,0.067807241,0.094822087,1.398406518,0.483783815,0.200254952,not significant
sp|Q6PCE3|PGM2L_HUMAN,Q6PCE3,PGM2L_HUMAN,PGM2L1,0.000249487,0.000241214,0.071222966,0.000258488,0.000256791,0.200705563,0.023904556,0.067073614,2.805892523,1.488459749,0.575395457,not significant
sp|Q6PD62|CTR9_HUMAN,Q6PD62,CTR9_HUMAN,CTR9,0.235567388,0.256481232,0.283203021,0.689991728,0.547552084,0.000264092,0.258417214,0.412602635,1.596653059,0.67505086,0.504833284,not significant
sp|Q6PD74|AAGAB_HUMAN,Q6PD74,AAGAB_HUMAN,AAGAB,0.079898499,0.000241214,0.000253648,0.560088924,0.503200668,0.34440581,0.026797787,0.469231801,17.51009517,4.13011502,0.00316963,up
sp|Q6PGP7|SKI3_HUMAN,Q6PGP7,SKI3_HUMAN,SKIC3,0.302530991,0.211504179,0.203111919,0.341707294,0.357644203,0.078974096,0.23904903,0.259441864,1.085308168,0.118104746,0.841829676,not significant
sp|Q6PH81|CP087_HUMAN,Q6PH81,CP087_HUMAN,C16orf87,0.017474809,0.000241214,0.000253648,0.000258488,0.007244872,0.021540982,0.00598989,0.009681447,1.616297928,0.692693151,0.686381083,not significant
sp|Q6PHR2|ULK3_HUMAN,Q6PHR2,ULK3_HUMAN,ULK3,0.000249487,0.000241214,0.000253648,0.523189901,0.000256791,0.000264092,0.000248116,0.174570261,703.5823035,9.458575386,0.373870611,not significant
sp|Q6PI48|SYDM_HUMAN,Q6PI48,SYDM_HUMAN,DARS2,2.739126211,1.432359365,4.366948293,3.044429573,2.853056895,4.069061131,2.846144623,3.322182533,1.167257105,0.22312237,0.635351151,not significant
sp|Q6PI78|TMM65_HUMAN,Q6PI78,TMM65_HUMAN,TMEM65,0.197770216,0.270259015,0.229880571,0.29981266,0.223966724,0.335227144,0.232636601,0.286335509,1.23082743,0.299628501,0.240036984,not significant
sp|Q6PII3|CC174_HUMAN,Q6PII3,CC174_HUMAN,CCDC174,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|Q6PIU2|NCEH1_HUMAN,Q6PIU2,NCEH1_HUMAN,NCEH1,8.330679145,11.91311016,11.26198269,13.72626644,12.37765506,14.83679301,10.501924,13.64690484,1.299467111,0.37792012,0.074483519,not significant
sp|Q6PJG2|MDEAS_HUMAN,Q6PJG2,MDEAS_HUMAN,MIDEAS,0.191445613,0.161492416,0.132654979,0.233622166,0.262801931,0.150829509,0.161864336,0.215751202,1.332913768,0.414583449,0.224960193,not significant
sp|Q6PJT7|ZC3HE_HUMAN,Q6PJT7,ZC3HE_HUMAN,ZC3H14,1.741051909,1.893891788,1.087133387,1.802618474,2.081088838,1.370709815,1.574025695,1.751472376,1.112734298,0.154109142,0.611304803,not significant
sp|Q6PJW8|CNST_HUMAN,Q6PJW8,CNST_HUMAN,CNST,0.000249487,0.000241214,0.05341211,0.053191952,0.03976307,0.000264092,0.017967604,0.031073038,1.729392443,0.79026529,0.611170379,not significant
