Protein,Protein ID,Entry Name,Gene,CTRL-1,CTRL-2,CTRL-3,PTX3-1,PTX3-2,PTX3-3,mean c,mean ptx3,FC,log2FC,P.value,Sig
sp|O14657|TOR1B_HUMAN,O14657,TOR1B_HUMAN,TOR1B,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O14662|STX16_HUMAN,O14662,STX16_HUMAN,STX16,0.315574248,0.197381184,0.000253648,0.195017558,0.221334606,0.125623229,0.171069693,0.180658464,1.05605184,0.078680656,0.925474584,not significant
sp|O14672|ADA10_HUMAN,O14672,ADA10_HUMAN,ADAM10,0.613002424,0.386668572,0.736379608,0.839839782,0.934608434,0.701806067,0.578683535,0.825418094,1.426372179,0.512350469,0.114675925,not significant
sp|O14681|EI24_HUMAN,O14681,EI24_HUMAN,EI24,0.000249487,0.000241214,0.24803878,0.000258488,0.000256791,0.000264092,0.08284316,0.00025979,0.00313593,-8.316891031,0.373976028,not significant
sp|O14686|KMT2D_HUMAN,O14686,KMT2D_HUMAN,KMT2D,0.289534912,0.226691264,0.000253648,0.000258488,0.000256791,0.000264092,0.172159941,0.00025979,0.001509006,-9.372186026,0.121998991,not significant
sp|O14727|APAF_HUMAN,O14727,APAF_HUMAN,APAF1,0.125568034,0.000241214,0.077264187,0.100427839,0.091466931,0.085790208,0.067691145,0.092561659,1.367411636,0.451447607,0.535595772,not significant
sp|O14730|RIOK3_HUMAN,O14730,RIOK3_HUMAN,RIOK3,0.000249487,0.000241214,0.000253648,0.077858645,0.079116666,0.000264092,0.000248116,0.052413134,211.2441919,7.722767865,0.116061031,not significant
sp|O14735|CDIPT_HUMAN,O14735,CDIPT_HUMAN,CDIPT,0.000249487,0.000241214,0.168005695,0.000258488,0.000256791,0.000264092,0.056165465,0.00025979,0.004625446,-7.756191768,0.374011843,not significant
sp|O14737|PDCD5_HUMAN,O14737,PDCD5_HUMAN,PDCD5,21.87420605,19.71805419,15.06159384,25.05860561,25.31264073,22.11090231,18.88461803,24.16071622,1.279386016,0.355451619,0.079642955,not significant
sp|O14744|ANM5_HUMAN,O14744,ANM5_HUMAN,PRMT5,5.222777557,8.763327482,11.62159735,10.279708,7.724259641,11.87951759,8.535900796,9.961161744,1.166972529,0.2227706,0.554305868,not significant
sp|O14745|NHRF1_HUMAN,O14745,NHRF1_HUMAN,NHERF1,6.500902817,3.906115167,2.700466264,6.03607612,8.163162132,6.617893832,4.369161416,6.939044028,1.588186695,0.667380514,0.116835869,not significant
sp|O14757|CHK1_HUMAN,O14757,CHK1_HUMAN,CHEK1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O14763|TR10B_HUMAN,O14763,TR10B_HUMAN,TNFRSF10B,0.522457448,0.548389521,0.000253648,0.000258488,0.921144498,0.59055004,0.357033539,0.503984342,1.411588232,0.497319308,0.672872927,not significant
sp|O14773|TPP1_HUMAN,O14773,TPP1_HUMAN,TPP1,4.035919904,5.773128072,3.408391204,4.521852728,5.079570526,4.080659862,4.40581306,4.560694372,1.035153855,0.049845211,0.849249368,not significant
sp|O14776|TCRG1_HUMAN,O14776,TCRG1_HUMAN,TCERG1,6.738772234,8.889710078,9.258137927,7.288666357,9.361954352,9.958402786,8.29554008,8.869674498,1.069210011,0.09654525,0.637471492,not significant
sp|O14777|NDC80_HUMAN,O14777,NDC80_HUMAN,NDC80,1.801399943,1.889306601,1.807793203,1.663342896,1.614228146,2.73089859,1.832833249,2.002823211,1.092747096,0.127959544,0.665984333,not significant
sp|O14787|TNPO2_HUMAN,O14787,TNPO2_HUMAN,TNPO2,0.86125506,0.619229117,1.248804437,0.946867384,0.95374658,1.345678783,0.909762871,1.082097582,1.189428165,0.250268143,0.487886353,not significant
sp|O14818|PSA7_HUMAN,O14818,PSA7_HUMAN,PSMA7,21.81043037,27.2224746,31.0013746,28.36677895,25.25037634,30.666323,26.67809319,28.09449276,1.053092234,0.074631799,0.670924872,not significant
sp|O14828|SCAM3_HUMAN,O14828,SCAM3_HUMAN,SCAMP3,0.496950052,0.27351736,0.668425337,0.965124638,0.475139194,1.149901164,0.479630916,0.863388332,1.80010984,0.84808494,0.172744256,not significant
sp|O14841|OPLA_HUMAN,O14841,OPLA_HUMAN,OPLAH,0.068625771,0.000241214,0.068005943,0.000258488,0.000256791,0.054524533,0.045624309,0.018346604,0.402123435,-1.314289678,0.400453309,not significant
sp|O14874|BCKD_HUMAN,O14874,BCKD_HUMAN,BCKDK,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O14880|MGST3_HUMAN,O14880,MGST3_HUMAN,MGST3,0.563405644,0.000241214,0.818910101,0.839654183,0.000256791,0.000264092,0.46085232,0.280058355,0.60769653,-0.718577042,0.650527827,not significant
sp|O14893|GEMI2_HUMAN,O14893,GEMI2_HUMAN,GEMIN2,0.727661688,0.339052937,0.296854581,0.759013052,0.117072645,0.495213849,0.454523069,0.457099849,1.005669195,0.008155823,0.991645185,not significant
sp|O14907|TX1B3_HUMAN,O14907,TX1B3_HUMAN,TAX1BP3,4.712219806,3.563927703,3.268866563,4.370589987,3.334578249,4.420267666,3.848338024,4.041811967,1.050274675,0.070766681,0.749208092,not significant
sp|O14908|GIPC1_HUMAN,O14908,GIPC1_HUMAN,GIPC1,3.479661536,2.379169342,1.977337373,1.47328609,1.442519399,1.807843011,2.612056084,1.5745495,0.602800801,-0.73024676,0.089030841,not significant
sp|O14920|IKKB_HUMAN,O14920,IKKB_HUMAN,IKBKB,0.067415992,0.000241214,0.018951894,0.000258488,0.000256791,0.043902734,0.0288697,0.014806004,0.512856189,-0.96337376,0.600178699,not significant
sp|O14925|TIM23_HUMAN,O14925,TIM23_HUMAN,TIMM23,0.245598576,0.255875554,0.343891106,0.142714278,0.206270074,0.365256761,0.281788412,0.238080371,0.844890566,-0.243163605,0.58241865,not significant
sp|O14929|HAT1_HUMAN,O14929,HAT1_HUMAN,HAT1,0.000249487,0.770988094,1.094902472,1.151089819,1.027768207,1.555567656,0.622046684,1.244808561,2.00114974,1.000829124,0.1602,not significant
sp|O14933|UB2L6_HUMAN,O14933,UB2L6_HUMAN,UBE2L6,0.173502113,0.203900398,0.000253648,0.000258488,0.250388407,0.000264092,0.125885386,0.083636996,0.664390031,-0.58989767,0.70735986,not significant
sp|O14936|CSKP_HUMAN,O14936,CSKP_HUMAN,CASK,2.108717,2.761236956,1.431333268,1.75680328,2.34945894,2.139017656,2.100429075,2.081759959,0.991111761,-0.012880346,0.966778765,not significant
sp|O14949|QCR8_HUMAN,O14949,QCR8_HUMAN,UQCRQ,0.753035612,2.00119439,0.999801448,1.534155086,1.410583162,1.123010793,1.251343817,1.355916347,1.083568184,0.115789939,0.806948816,not significant
sp|O14950|ML12B_HUMAN,O14950,ML12B_HUMAN,MYL12B,168.6426033,165.2157951,134.2981906,201.3520947,252.5701252,161.0018538,156.0521963,204.9746912,1.313500842,0.393417125,0.162993915,not significant
sp|O14964|HGS_HUMAN,O14964,HGS_HUMAN,HGS,8.464318738,8.043997889,8.395418055,11.25776159,11.1250499,12.02654841,8.301244894,11.46978663,1.381694767,0.466438943,0.0005143,not significant
sp|O14967|CLGN_HUMAN,O14967,CLGN_HUMAN,CLGN,0.981979862,0.763509475,0.874907057,0.881552403,0.700739301,1.161336371,0.873465465,0.914542692,1.047027878,0.066299855,0.795226922,not significant
sp|O14972|VP26C_HUMAN,O14972,VP26C_HUMAN,VPS26C,0.117724736,0.184989881,0.099629064,0.12573821,0.108740487,0.181516888,0.13411456,0.138665195,1.033930952,0.048139842,0.90005583,not significant
sp|O14974|MYPT1_HUMAN,O14974,MYPT1_HUMAN,PPP1R12A,32.61284785,23.8831094,11.17616025,22.54023042,29.20162721,15.6384621,22.5573725,22.46010658,0.995688065,-0.006234258,0.990079192,not significant
sp|O14976|GAK_HUMAN,O14976,GAK_HUMAN,GAK,0.170762764,0.107459757,0.000253648,0.106990694,0.135391731,0.000264092,0.09282539,0.080882172,0.871336739,-0.198697721,0.862240798,not significant
sp|O14979|HNRDL_HUMAN,O14979,HNRDL_HUMAN,HNRNPDL,83.74591506,76.86758375,68.72676585,88.59019637,85.97404857,90.2534163,76.44675489,88.27255375,1.154693275,0.207509674,0.058879997,not significant
sp|O14980|XPO1_HUMAN,O14980,XPO1_HUMAN,XPO1,16.09331734,26.15632363,26.24350868,25.01617108,21.40092664,21.78638586,22.83104988,22.73449453,0.995770875,-0.006114275,0.979653522,not significant
sp|O14981|BTAF1_HUMAN,O14981,BTAF1_HUMAN,BTAF1,0.117450595,0.079877748,0.000253648,0.01925,0.000256791,0.051359172,0.065860664,0.023621988,0.358666104,-1.479286685,0.324495522,not significant
sp|O15013|ARHGA_HUMAN,O15013,ARHGA_HUMAN,ARHGEF10,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15027|SC16A_HUMAN,O15027,SC16A_HUMAN,SEC16A,4.464256451,3.331246297,2.739319102,3.824766006,4.891437669,3.587152163,3.511607283,4.101118613,1.167875073,0.223885958,0.412908848,not significant
sp|O15031|PLXB2_HUMAN,O15031,PLXB2_HUMAN,PLXNB2,4.042680484,3.697443915,4.38184138,4.994600091,4.363034624,4.951693701,4.04065526,4.769776139,1.180446198,0.239332288,0.062040631,not significant
sp|O15042|SR140_HUMAN,O15042,SR140_HUMAN,U2SURP,8.087491105,3.510752019,8.116784443,8.269855492,7.515401827,3.728763123,6.571675856,6.504673481,0.98980437,-0.014784683,0.975817307,not significant
sp|O15056|SYNJ2_HUMAN,O15056,SYNJ2_HUMAN,SYNJ2,0.490365365,0.35795751,0.288508371,0.313525399,0.25811612,0.248966206,0.378943749,0.273535908,0.721837764,-0.470253472,0.167231447,not significant
sp|O15066|KIF3B_HUMAN,O15066,KIF3B_HUMAN,KIF3B,0.561086824,0.430614858,0.55777628,0.249879847,0.159294857,0.501353803,0.516492654,0.303509502,0.587635661,-0.767006145,0.127372951,not significant
sp|O15067|PUR4_HUMAN,O15067,PUR4_HUMAN,PFAS,32.30980417,32.51898929,30.93764682,36.60174143,34.13395152,36.8227749,31.92214676,35.85282262,1.123133193,0.167529028,0.016773508,not significant
sp|O15078|CE290_HUMAN,O15078,CE290_HUMAN,CEP290,4.406090522,5.229491855,3.713708343,4.060377565,4.940017553,3.95621244,4.449763573,4.318869186,0.970583968,-0.043075065,0.819699714,not significant
sp|O15084|ANR28_HUMAN,O15084,ANR28_HUMAN,ANKRD28,0.417117463,0.448588479,0.100944337,0.182115941,0.208890617,0.183606159,0.32221676,0.191537572,0.594437026,-0.750404114,0.30566151,not significant
sp|O15085|ARHGB_HUMAN,O15085,ARHGB_HUMAN,ARHGEF11,0.045650746,0.036263038,0.02123218,0.000258488,0.000256791,0.000264092,0.034381988,0.00025979,0.007556001,-7.048161405,0.008659714,down
sp|O15116|LSM1_HUMAN,O15116,LSM1_HUMAN,LSM1,0.78949138,0.940905896,0.416959682,0.789540573,1.010244903,0.913298134,0.715785653,0.904361203,1.263452543,0.337371476,0.325156548,not significant
sp|O15118|NPC1_HUMAN,O15118,NPC1_HUMAN,NPC1,0.000249487,0.787563122,0.546061148,0.134270555,0.421778971,0.165114524,0.444624586,0.240388017,0.540653901,-0.887222745,0.459929747,not significant
sp|O15126|SCAM1_HUMAN,O15126,SCAM1_HUMAN,SCAMP1,1.243922659,1.058562149,0.818952255,2.174182374,1.12870562,1.443403545,1.040479021,1.58209718,1.520546929,0.604590343,0.179386745,not significant
sp|O15127|SCAM2_HUMAN,O15127,SCAM2_HUMAN,SCAMP2,0.000249487,0.116338918,0.09950908,0.000258488,0.124023983,0.144232013,0.072032495,0.089504828,1.242561819,0.313317629,0.777376624,not significant
sp|O15143|ARC1B_HUMAN,O15143,ARC1B_HUMAN,ARPC1B,16.43798336,19.49654286,17.3533303,17.26626789,14.57107961,21.7563957,17.76261884,17.86458107,1.00574027,0.008257781,0.966521783,not significant
sp|O15144|ARPC2_HUMAN,O15144,ARPC2_HUMAN,ARPC2,12.03825196,20.48491085,20.39166593,19.64173444,17.63962969,22.16896317,17.63827625,19.81677577,1.123509774,0.168012676,0.519892497,not significant
sp|O15145|ARPC3_HUMAN,O15145,ARPC3_HUMAN,ARPC3,6.274032365,7.077843015,7.951397766,6.657056159,6.14766565,8.589936725,7.101091049,7.131552845,1.004289735,0.006175543,0.97426862,not significant
sp|O15155|BET1_HUMAN,O15155,BET1_HUMAN,BET1,1.35938479,1.769918627,0.537811592,1.623877628,1.663074887,0.990404935,1.22237167,1.425785817,1.166409409,0.222074262,0.655533834,not significant
sp|O15160|RPAC1_HUMAN,O15160,RPAC1_HUMAN,POLR1C,1.785803426,1.772926349,1.844024935,1.956592405,1.817352234,1.687574622,1.800918237,1.82050642,1.010876776,0.015607146,0.820143968,not significant
sp|O15164|TIF1A_HUMAN,O15164,TIF1A_HUMAN,TRIM24,0.048707225,0.075035359,0.09025901,0.093455686,0.093997318,0.050388924,0.071333865,0.079280643,1.1114026,0.152381521,0.695275924,not significant
sp|O15173|PGRC2_HUMAN,O15173,PGRC2_HUMAN,PGRMC2,8.070995941,7.087771919,6.028682324,8.083680448,8.704094679,7.334273174,7.062483395,8.040682767,1.138506431,0.187142441,0.240525693,not significant
sp|O15182|CETN3_HUMAN,O15182,CETN3_HUMAN,CETN3,0.000249487,0.000241214,0.096098538,0.000258488,0.200535649,0.162049747,0.032196413,0.120947961,3.75656634,1.90941458,0.268811813,not significant
sp|O15212|PFD6_HUMAN,O15212,PFD6_HUMAN,PFDN6,22.41745096,17.74245005,18.27878637,25.6730908,24.37965005,19.44416997,19.47956246,23.16563694,1.189227786,0.250025077,0.20011035,not significant
sp|O15213|WDR46_HUMAN,O15213,WDR46_HUMAN,WDR46,0.20634536,0.062574395,0.302765672,0.136277123,0.110291768,0.195689087,0.190561809,0.147419326,0.773603729,-0.370333346,0.592236368,not significant
sp|O15226|NKRF_HUMAN,O15226,NKRF_HUMAN,NKRF,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15228|GNPAT_HUMAN,O15228,GNPAT_HUMAN,GNPAT,0.000249487,0.078139932,0.135760954,0.115578482,0.077327388,0.120334951,0.071383458,0.104413607,1.462714338,0.548648044,0.471217226,not significant
sp|O15230|LAMA5_HUMAN,O15230,LAMA5_HUMAN,LAMA5,1.22460105,1.136171328,0.704820221,1.010671069,6.399802002,5.59528818,1.0218642,4.33525375,4.242494993,2.084912957,0.120843093,not significant
sp|O15231|ZN185_HUMAN,O15231,ZN185_HUMAN,ZNF185,16.71032751,14.70913734,12.58742098,20.55671588,17.53334287,15.51532737,14.66896194,17.86846204,1.2181136,0.284648684,0.165316416,not significant
sp|O15234|CASC3_HUMAN,O15234,CASC3_HUMAN,CASC3,0.037660568,0.07147419,0.009797468,0.044294755,0.093440931,0.000264092,0.039644075,0.045999926,1.160322838,0.214526264,0.853521932,not significant
sp|O15235|RT12_HUMAN,O15235,RT12_HUMAN,MRPS12,0.059438597,0.000241214,0.176607642,0.074169163,0.000256791,0.000264092,0.078762484,0.024896682,0.316098231,-1.661555132,0.401001184,not significant
sp|O15239|NDUA1_HUMAN,O15239,NDUA1_HUMAN,NDUFA1,0.000249487,0.133558749,0.000253648,0.000258488,0.000256791,0.000264092,0.044687295,0.00025979,0.005813517,-7.426373148,0.373980421,not significant
sp|O15258|RER1_HUMAN,O15258,RER1_HUMAN,RER1,0.819901567,1.300613708,1.640311139,1.642205242,1.405292786,2.500995096,1.253608805,1.849497708,1.475338799,0.561046295,0.219028718,not significant
sp|O15260|SURF4_HUMAN,O15260,SURF4_HUMAN,SURF4,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15269|SPTC1_HUMAN,O15269,SPTC1_HUMAN,SPTLC1,0.629298679,1.028066969,1.405544625,1.027442573,0.8471216,1.110181049,1.020970091,0.994915074,0.974480137,-0.037295316,0.917818352,not significant
sp|O15270|SPTC2_HUMAN,O15270,SPTC2_HUMAN,SPTLC2,0.000249487,0.000241214,0.138494797,0.100904849,0.000256791,0.069008533,0.046328499,0.056723391,1.224373589,0.29204383,0.858848881,not significant
sp|O15294|OGT1_HUMAN,O15294,OGT1_HUMAN,OGT,7.500251032,3.071726247,4.245056346,3.077682433,3.800793257,2.582620538,4.939011208,3.153698743,0.638528363,-0.64717739,0.262788767,not significant
sp|O15305|PMM2_HUMAN,O15305,PMM2_HUMAN,PMM2,8.933674805,6.58437019,7.632001995,6.186429754,7.740511581,9.125166423,7.71668233,7.684035919,0.995769372,-0.006116453,0.977485187,not significant
sp|O15321|TM9S1_HUMAN,O15321,TM9S1_HUMAN,TM9SF1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15347|HMGB3_HUMAN,O15347,HMGB3_HUMAN,HMGB3,23.17605162,18.31864022,14.01827655,14.05230381,24.21381994,14.47941572,18.5043228,17.58184649,0.950148064,-0.073775744,0.838550734,not significant
sp|O15355|PPM1G_HUMAN,O15355,PPM1G_HUMAN,PPM1G,17.26493233,15.33534468,13.04528599,18.10185628,20.75554312,19.14358616,15.21518767,19.33366185,1.270681787,0.345602786,0.046236169,not significant
sp|O15357|SHIP2_HUMAN,O15357,SHIP2_HUMAN,INPPL1,0.178688439,0.000241214,0.271916186,0.285741431,0.266758439,0.22656738,0.150281946,0.259689083,1.72801251,0.789113662,0.251014746,not significant
sp|O15371|EIF3D_HUMAN,O15371,EIF3D_HUMAN,EIF3D,12.88599677,16.30828551,15.98223711,11.09526024,10.59831115,14.81866876,15.0588398,12.17074672,0.808212776,-0.307192937,0.168664712,not significant
sp|O15372|EIF3H_HUMAN,O15372,EIF3H_HUMAN,EIF3H,7.694453016,10.03739795,12.81146938,9.848264379,8.984023867,10.73794038,10.18110678,9.856742875,0.968140605,-0.046711507,0.845753139,not significant
sp|O15381|NVL_HUMAN,O15381,NVL_HUMAN,NVL,0.265942864,0.199998333,0.310834329,0.371968133,0.311964119,0.380303931,0.258925175,0.354745394,1.370069148,0.454248708,0.068608803,not significant
sp|O15382|BCAT2_HUMAN,O15382,BCAT2_HUMAN,BCAT2,0.000249487,0.175567974,0.247545524,0.326610662,0.164776101,0.391963363,0.141120995,0.294450042,2.086507695,1.061090241,0.199122294,not significant
sp|O15392|BIRC5_HUMAN,O15392,BIRC5_HUMAN,BIRC5,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15400|STX7_HUMAN,O15400,STX7_HUMAN,STX7,17.14067135,14.62606729,9.073630953,13.67010359,18.74625773,17.58162467,13.61345653,16.66599533,1.224229518,0.291874059,0.34218321,not significant
sp|O15427|MOT4_HUMAN,O15427,MOT4_HUMAN,SLC16A3,4.213135738,3.770478542,6.389246876,6.061526498,6.211741889,8.152761012,4.790953719,6.808676466,1.421152628,0.507061504,0.127793438,not significant
sp|O15431|COPT1_HUMAN,O15431,COPT1_HUMAN,SLC31A1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15439|MRP4_HUMAN,O15439,MRP4_HUMAN,ABCC4,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O15446|RPA34_HUMAN,O15446,RPA34_HUMAN,POLR1G,2.437128612,1.461882161,1.244575937,2.829092142,2.395866689,2.061200898,1.714528903,2.42871991,1.416552328,0.502383897,0.171141701,not significant
sp|O15460|P4HA2_HUMAN,O15460,P4HA2_HUMAN,P4HA2,4.059825889,5.12317012,6.454091418,4.367009414,5.521914576,6.204874785,5.212362476,5.364599592,1.029206932,0.041533079,0.870472647,not significant
sp|O15498|YKT6_HUMAN,O15498,YKT6_HUMAN,YKT6,1.752258449,2.480504655,2.936261067,2.293570002,1.975635588,3.248647954,2.389674724,2.505951181,1.04865786,0.068544054,0.832434553,not significant
sp|O15504|NUP42_HUMAN,O15504,NUP42_HUMAN,NUP42,0.203308326,0.168574069,0.107512723,0.098964872,0.105474286,0.000264092,0.159798373,0.068234417,0.427003201,-1.227681209,0.106322162,not significant
sp|O15511|ARPC5_HUMAN,O15511,ARPC5_HUMAN,ARPC5,12.44202995,11.5431303,10.74306364,15.61606253,5.762750684,10.66908837,11.57607463,10.68263386,0.922820058,-0.115878733,0.77237192,not significant
sp|O15514|RPB4_HUMAN,O15514,RPB4_HUMAN,POLR2D,0.670712666,0.786180839,0.420811556,0.796421047,0.817338338,0.264768238,0.625901687,0.626175874,1.000438068,0.00063186,0.999023159,not significant
sp|O15530|PDPK1_HUMAN,O15530,PDPK1_HUMAN,PDPK1,0.268707794,0.395849101,0.084424108,0.10246048,0.079283659,0.000264092,0.249660334,0.06066941,0.243007807,-2.040925432,0.119083625,not significant
sp|O15533|TPSN_HUMAN,O15533,TPSN_HUMAN,TAPBP,2.298124206,4.7332264,3.633754101,2.3867533,3.536018295,3.461475298,3.555034902,3.128082298,0.879901994,-0.184585254,0.620123044,not significant
sp|O15541|R113A_HUMAN,O15541,R113A_HUMAN,RNF113A,0.379303468,0.409753181,0.23427384,0.771749205,1.283614022,0.606405643,0.341110163,0.88725629,2.601084301,1.379113158,0.060719023,not significant
sp|O43143|DHX15_HUMAN,O43143,DHX15_HUMAN,DHX15,9.385473884,11.63028971,13.91738159,12.13458098,11.32217999,12.86056029,11.64438173,12.10577375,1.039623574,0.056061254,0.755198436,not significant
sp|O43148|MCES_HUMAN,O43148,MCES_HUMAN,RNMT,1.974246547,2.184654885,1.387224521,1.975564333,2.327332985,2.169881412,1.848708651,2.15759291,1.167081091,0.222904806,0.299555372,not significant
sp|O43156|TTI1_HUMAN,O43156,TTI1_HUMAN,TTI1,0.000249487,0.000241214,0.000253648,0.000258488,0.000256791,0.000264092,0.000248116,0.00025979,1.04705051,0.06633104,0.052175215,not significant
sp|O43159|RRP8_HUMAN,O43159,RRP8_HUMAN,RRP8,0.082234614,0.000241214,0.000253648,0.121180379,0.000256791,0.093056561,0.027576492,0.07149791,2.592712312,1.374462133,0.390229435,not significant
sp|O43164|PJA2_HUMAN,O43164,PJA2_HUMAN,PJA2,0.297292574,0.129844756,0.000253648,0.305308889,0.180510706,0.173827211,0.142463659,0.219882269,1.543427073,0.626137317,0.465306005,not significant
sp|O43169|CYB5B_HUMAN,O43169,CYB5B_HUMAN,CYB5B,26.09648358,22.95357103,28.59468187,30.75946269,34.49849301,34.44113749,25.88157883,33.23303106,1.284041877,0.360692255,0.022961696,not significant
sp|O43172|PRP4_HUMAN,O43172,PRP4_HUMAN,PRPF4,2.769292505,2.662944255,2.769277693,2.480359653,2.982546563,3.136980042,2.733838151,2.866628753,1.048572957,0.068427243,0.545624937,not significant
sp|O43175|SERA_HUMAN,O43175,SERA_HUMAN,PHGDH,111.5881362,109.3326225,98.15575716,109.6740495,100.0918144,115.2234333,106.3588386,108.3297657,1.01853092,0.026489777,0.761475375,not significant
sp|O43181|NDUS4_HUMAN,O43181,NDUS4_HUMAN,NDUFS4,4.376382759,3.683539237,3.452274918,4.036056242,4.682894365,3.556003482,3.837398971,4.091651363,1.066256439,0.092554454,0.584934062,not significant
sp|O43237|DC1L2_HUMAN,O43237,DC1L2_HUMAN,DYNC1LI2,8.38724836,8.957443854,8.517370862,7.953947397,6.783825513,8.445517558,8.620687692,7.727763489,0.896420769,-0.15775202,0.162431145,not significant
